Order_ID,Customer_ID,Order_Date,Product,Category,Quantity,Price,City,Total_Amount
ORD00665,CUST00304,26-08-2023,Laptop,Electronics,4,21934,Pune,87736
ORD00666,CUST03457,26-09-2022,Camera,Electronics,5,38666,Bangalore,193330
ORD00667,CUST01031,12-09-2023,Headphones,Electronics,1,11912,Delhi,11912
ORD00668,CUST04324,08-09-2023,T-shirt,Fashion,3,40826,Mumbai,122478
ORD00669,CUST03594,29-12-2022,Watch,Fashion,2,974,Chennai,1948
ORD00670,CUST02127,29-01-2022,Watch,Fashion,3,36416,Delhi,109248
ORD00671,CUST00442,18-03-2022,Watch,Fashion,1,17574,Pune,17574
ORD00672,CUST01717,12-04-2023,Watch,Fashion,1,36236,Pune,36236
ORD00673,CUST00717,26-03-2023,Mobile,Electronics,5,25067,Chennai,125335
ORD00674,CUST03912,18-02-2023,Laptop,Electronics,4,37085,Delhi,148340
ORD00675,CUST04361,13-03-2022,Mobile,Electronics,5,38076,Bangalore,190380
ORD00676,CUST03959,31-10-2023,Headphones,Electronics,3,24337,Mumbai,73011
ORD00677,CUST04896,04-02-2023,Tablet,Electronics,5,3977,Pune,19885
ORD00678,CUST02187,24-05-2023,Shoes,Fashion,2,33457,Mumbai,66914
ORD00679,CUST01194,08-11-2022,Camera,Electronics,3,19048,Delhi,57144
ORD00680,CUST00789,14-04-2022,Watch,Fashion,4,31221,Hyderabad,124884
ORD00681,CUST02618,08-02-2022,Laptop,Electronics,2,31176,Bangalore,62352
ORD00682,CUST01090,11-12-2023,Shoes,Fashion,2,25171,Hyderabad,50342
ORD00683,CUST02596,02-08-2022,Laptop,Electronics,3,26859,Hyderabad,80577
ORD00684,CUST00150,12-06-2023,T-shirt,Fashion,2,24725,Hyderabad,49450
ORD00685,CUST04715,05-04-2022,Laptop,Electronics,5,24553,Delhi,122765
ORD00686,CUST01782,22-06-2023,Mobile,Electronics,5,1931,Mumbai,9655
ORD00687,CUST01731,09-10-2023,T-shirt,Fashion,4,17463,Bangalore,69852
ORD00688,CUST00621,16-09-2022,Tablet,Electronics,5,20471,Mumbai,102355
ORD00689,CUST01105,18-08-2022,Camera,Electronics,5,21752,Bangalore,108760
ORD00690,CUST00960,25-02-2022,Camera,Electronics,2,13483,Mumbai,26966
ORD00691,CUST02046,01-01-2024,Tablet,Electronics,2,22566,Bangalore,45132
ORD00692,CUST03988,10-03-2022,Mobile,Electronics,2,31899,Chennai,63798
ORD00693,CUST00002,05-06-2022,Shoes,Fashion,4,9272,Hyderabad,37088
ORD00694,CUST01157,23-05-2023,Mobile,Electronics,5,807,Chennai,4035
ORD00695,CUST01986,17-08-2023,Laptop,Electronics,1,32000,Delhi,32000
ORD00696,CUST03106,15-08-2023,Mobile,Electronics,4,9333,Bangalore,37332
ORD00697,CUST02466,17-12-2022,T-shirt,Fashion,4,45614,Mumbai,182456
ORD00698,CUST02838,01-04-2022,T-shirt,Fashion,1,12990,Pune,12990
ORD00699,CUST01613,10-04-2023,Shoes,Fashion,4,30734,Bangalore,122936
ORD00700,CUST00992,07-03-2023,Headphones,Electronics,2,32790,Hyderabad,65580
ORD00701,CUST02790,12-07-2023,Tablet,Electronics,1,41689,Mumbai,41689
ORD00702,CUST01048,22-09-2023,T-shirt,Fashion,4,44007,Bangalore,176028
ORD00703,CUST03404,10-03-2023,Tablet,Electronics,1,14496,Bangalore,14496
ORD00704,CUST00501,07-03-2022,Camera,Electronics,1,34488,Mumbai,34488
ORD00705,CUST04144,26-04-2023,T-shirt,Fashion,1,14089,Pune,14089
ORD00706,CUST00655,29-08-2022,Tablet,Electronics,2,46717,Bangalore,93434
ORD00707,CUST03519,18-10-2022,T-shirt,Fashion,1,565,Chennai,565
ORD00708,CUST00615,15-08-2022,Watch,Fashion,4,25881,Mumbai,103524
ORD00709,CUST00532,26-08-2023,Mobile,Electronics,1,4391,Delhi,4391
ORD00710,CUST01264,10-12-2023,Laptop,Electronics,4,38130,Mumbai,152520
ORD00711,CUST04136,20-11-2022,Camera,Electronics,3,15411,Chennai,46233
ORD00712,CUST02176,07-10-2022,Laptop,Electronics,5,14096,Mumbai,70480
ORD00713,CUST03550,14-04-2022,Tablet,Electronics,3,37435,Pune,112305
ORD00714,CUST00815,18-09-2022,Laptop,Electronics,5,36502,Pune,182510
ORD00715,CUST04284,09-03-2023,Headphones,Electronics,4,16939,Hyderabad,67756
ORD00716,CUST00244,06-07-2023,Tablet,Electronics,2,31787,Chennai,63574
ORD00717,CUST03420,13-12-2022,Camera,Electronics,5,9514,Mumbai,47570
ORD00718,CUST00880,03-12-2023,Camera,Electronics,1,36370,Pune,36370
ORD00719,CUST04489,12-07-2022,Headphones,Electronics,3,32732,Bangalore,98196
ORD00720,CUST01816,25-10-2023,Watch,Fashion,3,17102,Hyderabad,51306
ORD00721,CUST03834,28-09-2022,Mobile,Electronics,4,14536,Chennai,58144
ORD00722,CUST00837,29-05-2022,Headphones,Electronics,4,19654,Delhi,78616
ORD00723,CUST03549,28-09-2022,Tablet,Electronics,5,11338,Pune,56690
ORD00724,CUST04828,23-02-2023,Shoes,Fashion,4,17538,Bangalore,70152
ORD00725,CUST01292,12-06-2023,Tablet,Electronics,5,37622,Bangalore,188110
ORD00726,CUST01959,08-08-2022,T-shirt,Fashion,1,16516,Bangalore,16516
ORD00727,CUST01440,30-12-2023,Watch,Fashion,3,39530,Pune,118590
ORD00728,CUST00953,24-07-2022,Mobile,Electronics,4,36237,Pune,144948
ORD00729,CUST02081,07-12-2023,Headphones,Electronics,3,45858,Bangalore,137574
ORD00730,CUST01846,04-07-2023,T-shirt,Fashion,5,49465,Hyderabad,247325
ORD00731,CUST02680,25-04-2023,Camera,Electronics,2,35142,Pune,70284
ORD00732,CUST02182,22-11-2023,Camera,Electronics,3,42181,Mumbai,126543
ORD00733,CUST02008,15-07-2022,Headphones,Electronics,1,46020,Pune,46020
ORD00734,CUST04778,31-01-2022,Laptop,Electronics,4,28986,Mumbai,115944
ORD00735,CUST04043,23-05-2023,Mobile,Electronics,2,26988,Chennai,53976
ORD00736,CUST04376,26-06-2023,Headphones,Electronics,2,39972,Chennai,79944
ORD00737,CUST03117,25-06-2023,T-shirt,Fashion,4,15212,Hyderabad,60848
ORD00738,CUST04509,20-10-2022,Headphones,Electronics,1,10286,Delhi,10286
ORD00739,CUST00310,12-08-2023,Camera,Electronics,2,8538,Bangalore,17076
ORD00740,CUST01969,13-01-2023,Shoes,Fashion,1,40019,Chennai,40019
ORD00741,CUST03778,19-06-2022,Mobile,Electronics,2,14266,Mumbai,28532
ORD00742,CUST00441,01-06-2023,Headphones,Electronics,1,11231,Delhi,11231
ORD00743,CUST04411,03-07-2023,Shoes,Fashion,4,29462,Hyderabad,117848
ORD00744,CUST00506,27-05-2023,Shoes,Fashion,4,48942,Pune,195768
ORD00745,CUST01553,15-11-2022,Watch,Fashion,2,49544,Delhi,99088
ORD00746,CUST02778,05-12-2023,Headphones,Electronics,5,37081,Chennai,185405
ORD00747,CUST00063,11-10-2023,Mobile,Electronics,3,7139,Chennai,21417
ORD00748,CUST02288,21-12-2022,Tablet,Electronics,4,15207,Mumbai,60828
ORD00749,CUST00202,29-09-2023,T-shirt,Fashion,1,15029,Mumbai,15029
ORD00750,CUST04853,16-05-2022,Laptop,Electronics,2,5212,Chennai,10424
ORD00751,CUST02449,04-09-2023,Headphones,Electronics,5,4573,Pune,22865
ORD00752,CUST00197,28-06-2022,Watch,Fashion,1,2783,Mumbai,2783
ORD00753,CUST03778,15-04-2022,Headphones,Electronics,1,38390,Pune,38390
ORD00754,CUST01514,31-01-2022,Shoes,Fashion,3,18264,Bangalore,54792
ORD00755,CUST00883,19-04-2023,Headphones,Electronics,1,20736,Chennai,20736
ORD00756,CUST00800,19-08-2023,Headphones,Electronics,4,38220,Chennai,152880
ORD00757,CUST02834,24-07-2022,Camera,Electronics,4,10172,Bangalore,40688
ORD00758,CUST00918,10-09-2022,Watch,Fashion,4,11138,Chennai,44552
ORD00759,CUST01670,20-10-2023,T-shirt,Fashion,4,608,Bangalore,2432
ORD00760,CUST02214,27-02-2022,Mobile,Electronics,1,5299,Mumbai,5299
ORD00761,CUST03753,06-11-2023,Tablet,Electronics,1,41389,Delhi,41389
ORD00762,CUST00559,17-04-2023,Shoes,Fashion,5,3854,Chennai,19270
ORD00763,CUST04878,14-12-2023,Headphones,Electronics,3,16732,Delhi,50196
ORD00764,CUST04111,02-12-2023,Watch,Fashion,5,2164,Hyderabad,10820
ORD00765,CUST01540,08-01-2022,Camera,Electronics,5,13269,Hyderabad,66345
ORD00766,CUST04444,14-02-2022,Camera,Electronics,2,4581,Bangalore,9162
ORD00767,CUST01068,27-09-2022,T-shirt,Fashion,1,18680,Delhi,18680
ORD00768,CUST03273,14-12-2022,Mobile,Electronics,2,8552,Hyderabad,17104
ORD00769,CUST01398,12-04-2023,Laptop,Electronics,4,44152,Bangalore,176608
ORD00770,CUST00312,30-11-2023,Watch,Fashion,1,20656,Pune,20656
ORD00771,CUST03655,03-11-2023,Mobile,Electronics,4,23141,Bangalore,92564
ORD00772,CUST03130,13-04-2023,Shoes,Fashion,3,4536,Chennai,13608
ORD00773,CUST04980,03-05-2022,Headphones,Electronics,5,30113,Mumbai,150565
ORD00774,CUST02201,19-03-2022,Headphones,Electronics,1,34789,Delhi,34789
ORD00775,CUST01180,30-12-2023,Camera,Electronics,4,5631,Hyderabad,22524
ORD00776,CUST00696,20-03-2022,Shoes,Fashion,5,26107,Mumbai,130535
ORD00777,CUST02152,21-07-2022,Camera,Electronics,3,31015,Delhi,93045
ORD00778,CUST02301,04-08-2023,Tablet,Electronics,4,13530,Delhi,54120
ORD00779,CUST02231,13-02-2022,Mobile,Electronics,1,9240,Delhi,9240
ORD00780,CUST02154,26-03-2022,Mobile,Electronics,5,17293,Mumbai,86465
ORD00781,CUST01888,26-10-2023,Tablet,Electronics,4,44872,Bangalore,179488
ORD00782,CUST04466,27-10-2023,Camera,Electronics,4,41676,Bangalore,166704
ORD00783,CUST03825,08-01-2023,Laptop,Electronics,2,25595,Hyderabad,51190
ORD00784,CUST01595,14-09-2023,Watch,Fashion,3,21882,Pune,65646
ORD00785,CUST03941,16-02-2023,T-shirt,Fashion,3,15241,Hyderabad,45723
ORD00786,CUST04275,24-01-2022,Camera,Electronics,1,9167,Hyderabad,9167
ORD00787,CUST04995,11-08-2022,T-shirt,Fashion,5,16870,Mumbai,84350
ORD00788,CUST00561,02-01-2023,Watch,Fashion,5,5952,Hyderabad,29760
ORD00789,CUST03377,08-11-2022,Tablet,Electronics,2,36661,Chennai,73322
ORD00790,CUST00682,16-09-2022,Shoes,Fashion,4,11279,Delhi,45116
ORD00791,CUST04027,12-11-2022,Camera,Electronics,1,17105,Bangalore,17105
ORD00792,CUST01167,20-05-2023,Headphones,Electronics,3,18170,Bangalore,54510
ORD00793,CUST01331,23-11-2023,Tablet,Electronics,4,27190,Delhi,108760
ORD00794,CUST01963,02-10-2022,Laptop,Electronics,1,15087,Chennai,15087
ORD00795,CUST00523,06-08-2022,Laptop,Electronics,5,28881,Bangalore,144405
ORD00796,CUST00614,11-02-2022,Mobile,Electronics,3,29324,Mumbai,87972
ORD00797,CUST02666,08-04-2022,Tablet,Electronics,2,8588,Chennai,17176
ORD00798,CUST04162,16-04-2023,Tablet,Electronics,4,27387,Mumbai,109548
ORD00799,CUST01922,13-01-2022,T-shirt,Fashion,5,40848,Mumbai,204240
ORD00800,CUST02742,24-01-2023,Tablet,Electronics,3,36404,Mumbai,109212
ORD00801,CUST04558,21-01-2022,T-shirt,Fashion,2,44715,Mumbai,89430
ORD00802,CUST00514,15-03-2023,T-shirt,Fashion,2,8641,Mumbai,17282
ORD00803,CUST01113,08-08-2022,Headphones,Electronics,3,27479,Bangalore,82437
ORD00804,CUST01919,09-07-2023,T-shirt,Fashion,4,41496,Chennai,165984
ORD00805,CUST01060,17-07-2022,Tablet,Electronics,3,45828,Hyderabad,137484
ORD00806,CUST02931,23-02-2022,Watch,Fashion,3,1684,Delhi,5052
ORD00807,CUST04141,28-12-2023,Shoes,Fashion,3,9307,Bangalore,27921
ORD00808,CUST03075,25-09-2023,Shoes,Fashion,3,48962,Pune,146886
ORD00809,CUST03705,11-08-2022,Camera,Electronics,1,45577,Pune,45577
ORD00810,CUST02717,08-01-2023,Headphones,Electronics,4,10752,Pune,43008
ORD00811,CUST04361,09-02-2022,T-shirt,Fashion,4,40384,Mumbai,161536
ORD00812,CUST03865,06-03-2022,Tablet,Electronics,2,25862,Hyderabad,51724
ORD00813,CUST02377,20-05-2022,Laptop,Electronics,1,37979,Hyderabad,37979
ORD00814,CUST02393,04-10-2022,Laptop,Electronics,5,34906,Chennai,174530
ORD00815,CUST00214,05-06-2022,Laptop,Electronics,5,29910,Pune,149550
ORD00816,CUST02718,30-06-2022,Headphones,Electronics,3,32285,Chennai,96855
ORD00817,CUST03955,20-02-2023,Laptop,Electronics,4,22283,Bangalore,89132
ORD00818,CUST03613,08-06-2023,Laptop,Electronics,1,20245,Pune,20245
ORD00819,CUST03468,13-06-2023,Mobile,Electronics,1,29937,Delhi,29937
ORD00820,CUST02254,27-07-2023,Camera,Electronics,2,1332,Chennai,2664
ORD00821,CUST03312,16-06-2023,Camera,Electronics,3,44510,Hyderabad,133530
ORD00822,CUST03321,30-10-2023,Laptop,Electronics,3,2431,Pune,7293
ORD00823,CUST04316,29-06-2022,Watch,Fashion,4,5898,Bangalore,23592
ORD00824,CUST03378,20-10-2022,Laptop,Electronics,4,5938,Chennai,23752
ORD00825,CUST00816,27-05-2023,Tablet,Electronics,4,8873,Hyderabad,35492
ORD00826,CUST02395,25-12-2022,Laptop,Electronics,1,41380,Chennai,41380
ORD00827,CUST00017,31-07-2023,Laptop,Electronics,1,43449,Bangalore,43449
ORD00828,CUST00240,20-01-2023,Laptop,Electronics,2,40870,Chennai,81740
ORD00829,CUST03686,22-07-2023,Tablet,Electronics,4,48334,Mumbai,193336
ORD00830,CUST04190,24-06-2023,Camera,Electronics,4,7930,Delhi,31720
ORD00831,CUST01597,21-03-2023,Laptop,Electronics,2,28184,Hyderabad,56368
ORD00832,CUST01480,20-03-2022,Mobile,Electronics,3,45791,Hyderabad,137373
ORD00833,CUST00146,20-01-2022,Watch,Fashion,5,27547,Pune,137735
ORD00834,CUST02865,06-03-2022,Headphones,Electronics,2,45559,Bangalore,91118
ORD00835,CUST02981,04-01-2023,Mobile,Electronics,4,44340,Mumbai,177360
ORD00836,CUST02741,14-02-2022,Watch,Fashion,1,46160,Mumbai,46160
ORD00837,CUST01076,22-02-2023,Camera,Electronics,2,37589,Hyderabad,75178
ORD00838,CUST04531,22-03-2022,T-shirt,Fashion,1,42988,Delhi,42988
ORD00839,CUST04274,08-06-2022,Tablet,Electronics,4,6065,Pune,24260
ORD00840,CUST03127,30-12-2022,Laptop,Electronics,1,26569,Bangalore,26569
ORD00841,CUST03442,19-01-2023,Shoes,Fashion,4,36975,Bangalore,147900
ORD00842,CUST04746,28-02-2023,Watch,Fashion,3,3012,Pune,9036
ORD00843,CUST00546,02-04-2023,Camera,Electronics,5,48465,Hyderabad,242325
ORD00844,CUST04189,23-02-2022,Shoes,Fashion,1,2451,Mumbai,2451
ORD00845,CUST02863,17-10-2022,Camera,Electronics,4,46437,Pune,185748
ORD00846,CUST03351,30-09-2023,T-shirt,Fashion,1,39395,Mumbai,39395
ORD00847,CUST03940,11-05-2022,Shoes,Fashion,2,17673,Pune,35346
ORD00848,CUST02799,02-10-2022,T-shirt,Fashion,1,46838,Bangalore,46838
ORD00849,CUST01099,27-10-2022,Tablet,Electronics,5,47819,Hyderabad,239095
ORD00850,CUST04921,14-09-2023,Laptop,Electronics,3,42419,Chennai,127257
ORD00851,CUST02673,12-04-2023,T-shirt,Fashion,3,46396,Mumbai,139188
ORD00852,CUST02911,07-06-2023,Watch,Fashion,5,3182,Chennai,15910
ORD00853,CUST03796,13-12-2022,T-shirt,Fashion,4,26063,Chennai,104252
ORD00854,CUST04903,09-10-2023,Camera,Electronics,2,32358,Chennai,64716
ORD00855,CUST00525,15-10-2023,Headphones,Electronics,1,38806,Pune,38806
ORD00856,CUST01226,20-06-2022,Laptop,Electronics,5,20952,Bangalore,104760
ORD00857,CUST03611,05-12-2023,Laptop,Electronics,2,10184,Chennai,20368
ORD00858,CUST03777,01-10-2022,Shoes,Fashion,5,33462,Delhi,167310
ORD00859,CUST02237,01-01-2022,T-shirt,Fashion,1,46877,Pune,46877
ORD00860,CUST01803,24-04-2023,Laptop,Electronics,5,40630,Bangalore,203150
ORD00861,CUST01957,15-08-2022,T-shirt,Fashion,3,25501,Bangalore,76503
ORD00862,CUST03279,16-10-2022,T-shirt,Fashion,3,10408,Bangalore,31224
ORD00863,CUST03727,19-04-2022,Laptop,Electronics,2,25713,Delhi,51426
ORD00864,CUST00065,15-07-2022,Headphones,Electronics,2,13084,Pune,26168
ORD00865,CUST00774,31-12-2023,Laptop,Electronics,2,11979,Chennai,23958
ORD00866,CUST04650,09-12-2023,Headphones,Electronics,4,32025,Hyderabad,128100
ORD00867,CUST00997,25-06-2023,T-shirt,Fashion,5,34270,Chennai,171350
ORD00868,CUST02398,12-05-2022,Shoes,Fashion,1,44067,Chennai,44067
ORD00869,CUST01170,25-04-2023,T-shirt,Fashion,5,36119,Bangalore,180595
ORD00870,CUST03165,08-12-2022,Headphones,Electronics,4,3913,Pune,15652
ORD00871,CUST03554,20-06-2022,Watch,Fashion,5,39293,Bangalore,196465
ORD00872,CUST03065,04-03-2023,Headphones,Electronics,1,24663,Chennai,24663
ORD00873,CUST02610,10-02-2023,Camera,Electronics,3,20309,Delhi,60927
ORD00874,CUST00579,07-08-2022,Camera,Electronics,2,43048,Mumbai,86096
ORD00875,CUST04004,17-10-2022,Tablet,Electronics,5,5434,Bangalore,27170
ORD00876,CUST00206,03-08-2022,Headphones,Electronics,3,44304,Mumbai,132912
ORD00877,CUST04418,31-05-2023,Mobile,Electronics,5,19610,Bangalore,98050
ORD00878,CUST02506,12-10-2023,T-shirt,Fashion,5,2786,Delhi,13930
ORD00879,CUST03852,05-12-2023,Laptop,Electronics,1,33144,Chennai,33144
ORD00880,CUST01159,01-10-2022,Camera,Electronics,1,28032,Delhi,28032
ORD00881,CUST03939,23-05-2023,Headphones,Electronics,4,34071,Chennai,136284
ORD00882,CUST04350,11-08-2022,Laptop,Electronics,1,42170,Mumbai,42170
ORD00883,CUST04987,10-09-2022,Camera,Electronics,2,48833,Hyderabad,97666
ORD00884,CUST04381,13-08-2023,T-shirt,Fashion,4,22716,Pune,90864
ORD00885,CUST02542,20-08-2022,Headphones,Electronics,2,13858,Delhi,27716
ORD00886,CUST04236,03-04-2023,Tablet,Electronics,1,29734,Pune,29734
ORD00887,CUST01444,28-04-2022,Camera,Electronics,2,33365,Hyderabad,66730
ORD00888,CUST00369,23-01-2023,Laptop,Electronics,2,12146,Chennai,24292
ORD00889,CUST01615,06-12-2022,Laptop,Electronics,3,7235,Chennai,21705
ORD00890,CUST01352,28-04-2022,Headphones,Electronics,4,21643,Chennai,86572
ORD00891,CUST01406,29-04-2023,Watch,Fashion,3,11169,Delhi,33507
ORD00892,CUST00331,28-12-2023,Camera,Electronics,5,17250,Mumbai,86250
ORD00893,CUST00719,11-04-2023,Headphones,Electronics,3,30579,Chennai,91737
ORD00894,CUST02041,01-07-2022,Mobile,Electronics,1,32062,Delhi,32062
ORD00895,CUST03644,12-04-2022,Shoes,Fashion,5,44051,Pune,220255
ORD00896,CUST01528,08-02-2022,Laptop,Electronics,4,18177,Chennai,72708
ORD00897,CUST03043,06-03-2022,Headphones,Electronics,1,5110,Hyderabad,5110
ORD00898,CUST01797,25-07-2023,Mobile,Electronics,3,16136,Pune,48408
ORD00899,CUST04858,11-10-2022,T-shirt,Fashion,3,12713,Hyderabad,38139
ORD00900,CUST01319,26-12-2023,Shoes,Fashion,5,43173,Pune,215865
ORD00901,CUST02968,24-05-2022,Watch,Fashion,2,22753,Delhi,45506
ORD00902,CUST02702,30-06-2022,Laptop,Electronics,5,32232,Delhi,161160
ORD00903,CUST03483,02-11-2022,Watch,Fashion,5,42365,Delhi,211825
ORD00904,CUST04738,04-11-2022,Mobile,Electronics,4,42841,Pune,171364
ORD00905,CUST02703,09-04-2022,T-shirt,Fashion,5,5625,Chennai,28125
ORD00906,CUST02342,10-09-2023,Mobile,Electronics,3,14460,Bangalore,43380
ORD00907,CUST01923,31-10-2023,Headphones,Electronics,1,18406,Delhi,18406
ORD00908,CUST01757,06-09-2022,Mobile,Electronics,1,9883,Delhi,9883
ORD00909,CUST00365,04-04-2023,Shoes,Fashion,4,29836,Mumbai,119344
ORD00910,CUST04551,25-02-2022,Tablet,Electronics,4,12071,Bangalore,48284
ORD00911,CUST01273,17-08-2022,Watch,Fashion,4,15879,Bangalore,63516
ORD00912,CUST04306,10-07-2023,Camera,Electronics,3,47221,Hyderabad,141663
ORD00913,CUST04606,26-02-2022,Headphones,Electronics,1,36469,Delhi,36469
ORD00914,CUST02573,17-03-2022,Laptop,Electronics,1,4363,Pune,4363
ORD00915,CUST04516,21-05-2022,Mobile,Electronics,2,35102,Bangalore,70204
ORD00916,CUST00228,13-06-2023,Mobile,Electronics,3,33311,Pune,99933
ORD00917,CUST00332,02-08-2022,Mobile,Electronics,2,40627,Mumbai,81254
ORD00918,CUST00297,27-03-2023,Headphones,Electronics,4,28891,Hyderabad,115564
ORD00919,CUST03729,04-04-2023,Headphones,Electronics,5,34940,Delhi,174700
ORD00920,CUST01826,02-05-2022,Tablet,Electronics,1,44644,Bangalore,44644
ORD00921,CUST04753,20-06-2023,Shoes,Fashion,3,15141,Pune,45423
ORD00922,CUST00002,16-01-2022,Mobile,Electronics,2,48930,Chennai,97860
ORD00923,CUST01716,29-05-2023,Shoes,Fashion,2,15846,Hyderabad,31692
ORD00924,CUST02017,19-08-2023,Shoes,Fashion,3,7974,Pune,23922
ORD00925,CUST00324,18-10-2022,Tablet,Electronics,2,515,Pune,1030
ORD00926,CUST01625,14-03-2023,Camera,Electronics,5,2015,Delhi,10075
ORD00927,CUST02808,14-04-2023,Shoes,Fashion,3,11579,Hyderabad,34737
ORD00928,CUST00973,02-07-2023,Laptop,Electronics,1,41407,Bangalore,41407
ORD00929,CUST03797,01-03-2023,Camera,Electronics,4,1494,Mumbai,5976
ORD00930,CUST04678,03-11-2022,Mobile,Electronics,2,14665,Pune,29330
ORD00931,CUST02781,24-06-2023,Headphones,Electronics,2,42373,Chennai,84746
ORD00932,CUST03374,19-01-2023,Tablet,Electronics,1,13750,Chennai,13750
ORD00933,CUST00328,25-12-2023,Camera,Electronics,5,1518,Bangalore,7590
ORD00934,CUST01801,18-12-2023,Camera,Electronics,1,4619,Pune,4619
ORD00935,CUST01470,09-05-2023,Headphones,Electronics,2,28350,Pune,56700
ORD00936,CUST03300,24-09-2022,Tablet,Electronics,1,31330,Hyderabad,31330
ORD00937,CUST02241,28-12-2023,Laptop,Electronics,5,13760,Pune,68800
ORD00938,CUST01909,11-06-2023,Shoes,Fashion,5,6566,Hyderabad,32830
ORD00939,CUST04625,25-05-2023,Laptop,Electronics,3,2739,Delhi,8217
ORD00940,CUST00957,09-12-2023,Camera,Electronics,3,13028,Mumbai,39084
ORD00941,CUST00482,31-08-2023,Tablet,Electronics,5,13572,Hyderabad,67860
ORD00942,CUST01315,07-03-2022,Headphones,Electronics,4,49894,Bangalore,199576
ORD00943,CUST02719,27-01-2022,Laptop,Electronics,4,39563,Chennai,158252
ORD00944,CUST01243,05-03-2022,Shoes,Fashion,5,39557,Mumbai,197785
ORD00945,CUST03975,11-04-2022,Camera,Electronics,1,48014,Delhi,48014
ORD00946,CUST02219,23-07-2022,Shoes,Fashion,3,1157,Pune,3471
ORD00947,CUST02377,12-05-2023,Headphones,Electronics,5,2047,Bangalore,10235
ORD00948,CUST00766,13-04-2022,Shoes,Fashion,5,30153,Bangalore,150765
ORD00949,CUST03017,19-02-2022,Laptop,Electronics,5,40601,Hyderabad,203005
ORD00950,CUST02798,01-05-2022,Headphones,Electronics,1,24803,Hyderabad,24803
ORD00951,CUST01274,02-11-2022,Mobile,Electronics,1,3815,Delhi,3815
ORD00952,CUST03627,23-09-2023,Headphones,Electronics,2,34822,Delhi,69644
ORD00953,CUST04184,03-03-2023,Laptop,Electronics,2,634,Pune,1268
ORD00954,CUST01873,26-09-2022,Headphones,Electronics,4,38860,Chennai,155440
ORD00955,CUST00059,10-09-2022,Watch,Fashion,2,14319,Hyderabad,28638
ORD00956,CUST03543,30-09-2023,Tablet,Electronics,2,45903,Bangalore,91806
ORD00957,CUST00910,12-12-2023,Tablet,Electronics,4,3140,Mumbai,12560
ORD00958,CUST02223,22-02-2023,Watch,Fashion,3,39198,Chennai,117594
ORD00959,CUST03790,18-10-2023,Camera,Electronics,3,13671,Bangalore,41013
ORD00960,CUST02571,09-01-2023,T-shirt,Fashion,2,11915,Pune,23830
ORD00961,CUST00782,21-06-2023,Mobile,Electronics,2,25959,Hyderabad,51918
ORD00962,CUST00108,20-03-2022,Camera,Electronics,2,2564,Chennai,5128
ORD00963,CUST03627,11-08-2023,Laptop,Electronics,2,15578,Mumbai,31156
ORD00964,CUST04541,01-05-2023,Tablet,Electronics,3,32584,Delhi,97752
ORD00965,CUST02109,25-04-2023,Shoes,Fashion,1,28294,Pune,28294
ORD00966,CUST03607,10-01-2022,Headphones,Electronics,2,12230,Bangalore,24460
ORD00967,CUST02332,17-11-2022,Tablet,Electronics,5,40084,Mumbai,200420
ORD00968,CUST04709,24-04-2022,Tablet,Electronics,1,34873,Mumbai,34873
ORD00969,CUST02765,07-12-2022,Laptop,Electronics,3,4011,Mumbai,12033
ORD00970,CUST01451,02-05-2022,Shoes,Fashion,1,48355,Bangalore,48355
ORD00971,CUST01901,10-09-2023,Laptop,Electronics,2,49401,Delhi,98802
ORD00972,CUST00086,04-02-2022,Mobile,Electronics,5,6326,Bangalore,31630
ORD00973,CUST00090,17-05-2023,Tablet,Electronics,3,48532,Mumbai,145596
ORD00974,CUST00835,23-01-2023,T-shirt,Fashion,5,11170,Hyderabad,55850
ORD00975,CUST01760,30-04-2023,Watch,Fashion,4,26419,Pune,105676
ORD00976,CUST02580,09-06-2023,Watch,Fashion,5,44118,Bangalore,220590
ORD00977,CUST00019,08-11-2022,Watch,Fashion,5,17776,Hyderabad,88880
ORD00978,CUST00834,17-06-2023,Watch,Fashion,1,5423,Mumbai,5423
ORD00979,CUST01023,28-10-2022,Headphones,Electronics,5,4109,Pune,20545
ORD00980,CUST01175,05-08-2023,T-shirt,Fashion,3,36247,Chennai,108741
ORD00981,CUST04782,08-07-2023,Laptop,Electronics,1,13782,Pune,13782
ORD00982,CUST01257,07-01-2023,Watch,Fashion,2,3705,Bangalore,7410
ORD00983,CUST03110,17-02-2022,Watch,Fashion,1,32470,Hyderabad,32470
ORD00984,CUST01241,17-01-2023,Camera,Electronics,3,3304,Bangalore,9912
ORD00985,CUST04787,23-10-2022,Mobile,Electronics,1,15495,Pune,15495
ORD00986,CUST00071,16-08-2023,Laptop,Electronics,4,34786,Delhi,139144
ORD00987,CUST01406,01-07-2023,Watch,Fashion,4,1157,Bangalore,4628
ORD00988,CUST02085,13-07-2023,Mobile,Electronics,3,32910,Pune,98730
ORD00989,CUST00889,03-08-2023,T-shirt,Fashion,4,8648,Mumbai,34592
ORD00990,CUST04006,07-03-2022,Shoes,Fashion,1,15477,Pune,15477
ORD00991,CUST00574,26-10-2022,Laptop,Electronics,1,26640,Delhi,26640
ORD00992,CUST00376,18-09-2022,Tablet,Electronics,1,41152,Pune,41152
ORD00993,CUST04404,19-07-2023,Watch,Fashion,2,10316,Pune,20632
